PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2018-0156,4/27/2018,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,43,0,1 feet to 3 feet,Male,Black,29,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0156,4/27/2018,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Asian/Pacifi,Male,26,0,1 feet to 3 feet,Male,Black,29,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0153,4/26/2018,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,None detected,Yes,White,Male,35,0,4 feet to 6 feet,Female,Black,32,Medium,< 5'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0153,4/26/2018,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,None detected,Yes,Black,Male,24,0,4 feet to 6 feet,Female,Black,32,Medium,< 5'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0136,4/15/2018,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Other,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Female,43,0,15 feet to 18 feet,Male,Black,22,Medium,5'7'' to 5'9'',No,No,No,,refuse verbal commands,No
FTN2018-0136,4/15/2018,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Other,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Female,43,0,15 feet to 18 feet,Male,Indian,35,Medium,5'7'' to 5'9'',No,No,No,,refuse verbal commands,No
FTN2018-0157,4/30/2018,FOB - Field Operations Bureau,7th District,Night Watch,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,CEW Deployment,L2,Mentally unstable,Yes,White,Male,44,0,1 feet to 3 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,Yes,No,,Other,No
FTN2018-0160,5/1/2018,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown Drugs,Yes,Black,Male,35,0,1 feet to 3 feet,Female,Asian,23,Small,5'4'' to 5'6'',No,No,Yes,,Other,No
FTN2018-0164,5/2/2018,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,Black,Male,35,0,0 feet to 1 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,Yes,No,,Other,No
FTN2018-0164,5/2/2018,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Female,34,0,0 feet to 1 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,Yes,No,,Other,No
FTN2018-0158,4/30/2018,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,22,0,4 feet to 6 feet,Male,Black,22,Small,5'10'' to 6'0'',No,No,No,,Weapon Exhibited,No
FTN2018-0161,5/1/2018,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Unknown,Yes,Hispanic,Male,31,0,0 feet to 1 feet,Male,Black,38,Small,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2018-0185,5/12/2018,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,White,Male,31,0,0 feet to 1 feet,Male,Black,30,Medium,5'0'' to 5'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0168,5/3/2018,FOB - Field Operations Bureau,6th District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Mentally unstable,Yes,White,Male,28,0,1 feet to 3 feet,Male,Black,30,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2018-0168,5/3/2018,FOB - Field Operations Bureau,6th District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,23,0,1 feet to 3 feet,Male,Black,30,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2018-0168,5/3/2018,FOB - Field Operations Bureau,6th District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,28,0,1 feet to 3 feet,Male,Black,30,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2018-0170,5/4/2018,FOB - Field Operations Bureau,1st District,,,Paid Detail,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Female,32,0,7 feet to 10 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,Yes,Yes,,Other,No
FTN2018-0170,5/4/2018,FOB - Field Operations Bureau,1st District,,,Paid Detail,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,49,0,7 feet to 10 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,Yes,Yes,,Other,No
FTN2018-0162,5/2/2018,FOB - Field Operations Bureau,1st District,3rd Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Hispanic,Male,24,0,4 feet to 6 feet,Male,Black,,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2018-0172,5/5/2018,FOB - Field Operations Bureau,4th District,1st Platoon,,Regular Working,,Completed,UOF Complaint of Injury/No Reportable Force Used,Call for Service,Good,Rainy Conditions - Light,CEW Deployment,L2,Mentally unstable,Limited,Hispanic,Female,37,0,1 feet to 3 feet,Male,Black,0,Medium,5'7'' to 5'9'',Yes,Yes,No,,Other,No
FTN2018-0171,5/4/2018,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,28,0,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2018-0171,5/4/2018,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,27,0,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2018-0174,5/6/2018,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,Hands,L1,Unknown Drugs,Yes,Black,Male,44,0,0 feet to 1 feet,Male,Black,20,Medium,6'1'' to 6'3'',No,No,Yes,,Flight from an Officer,No
FTN2018-0174,5/6/2018,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,Takedown (no injury),L1,Unknown Drugs,Yes,White,Male,31,0,0 feet to 1 feet,Male,Black,20,Medium,6'1'' to 6'3'',No,No,Yes,,Flight from an Officer,No
FTN2018-0173,5/5/2018,FOB - Field Operations Bureau,7th District,Evening Watch,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,White,Male,30,0,0 feet to 1 feet,Female,Black,24,Small,5'4'' to 5'6'',No,No,Yes,,Other,Yes
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,45,0,1 feet to 3 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,29,0,1 feet to 3 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,34,0,1 feet to 3 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Not Specifie,Male,29,0,1 feet to 3 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Not Specifie,Male,29,0,1 feet to 3 feet,Male,Black,20,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,34,0,1 feet to 3 feet,Male,Black,20,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,29,0,1 feet to 3 feet,Male,Black,20,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,45,0,1 feet to 3 feet,Male,Black,20,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0175,5/6/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,31,0,22 feet to 25 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2018-0169,5/4/2018,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Escort Tech),L1,Mentally unstable,Yes,White,Male,31,0,11 feet to 14 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2018-0140,4/17/2018,FOB - Field Operations Bureau,7th District,Task Force A,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,32,0,7 feet to 10 feet,Male,Black,31,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2018-0140,4/17/2018,FOB - Field Operations Bureau,7th District,Task Force A,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,28,0,7 feet to 10 feet,Male,Black,31,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2018-0179,5/8/2018,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,Hispanic,Male,35,0,0 feet to 1 feet,Male,White,23,Small,5'4'' to 5'6'',No,No,Yes,,Escape,No
FTN2018-0179,5/8/2018,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,Black,Male,31,0,0 feet to 1 feet,Male,White,23,Small,5'4'' to 5'6'',No,No,Yes,,Escape,No
FTN2018-0179,5/8/2018,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Force (Defense Tech),L2,None detected,Yes,Black,Male,31,0,0 feet to 1 feet,Male,White,23,Small,5'4'' to 5'6'',No,No,Yes,,Escape,No
FTN2018-0176,5/6/2018,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,28,0,7 feet to 10 feet,Male,Black,20,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2018-0176,5/6/2018,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,29,0,7 feet to 10 feet,Male,Black,20,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2018-0176,5/6/2018,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Female,31,0,7 feet to 10 feet,Male,Black,20,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2018-0176,5/6/2018,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Male,28,0,7 feet to 10 feet,Male,Black,20,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2018-0176,5/6/2018,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Male,28,0,7 feet to 10 feet,Male,Black,20,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2018-0176,5/6/2018,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Female,31,0,7 feet to 10 feet,Male,Black,20,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2018-0176,5/6/2018,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,29,0,7 feet to 10 feet,Male,Black,20,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2018-0176,5/6/2018,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,28,0,7 feet to 10 feet,Male,Black,20,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2018-0183,5/11/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,30,0,11 feet to 14 feet,Male,Black,18,Small,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2018-0183,5/11/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,30,0,11 feet to 14 feet,Male,Black,18,Small,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2018-0183,5/11/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,29,0,11 feet to 14 feet,Male,Black,18,Small,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2018-0183,5/11/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,34,0,11 feet to 14 feet,Male,Black,18,Small,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2018-0184,5/12/2018,FOB - Field Operations Bureau,1st District,3rd Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,35,0,0 feet to 1 feet,Male,Black,27,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2018-0183,5/11/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,34,0,11 feet to 14 feet,Male,Black,39,Small,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2018-0183,5/11/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,30,0,11 feet to 14 feet,Male,Black,39,Small,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2018-0183,5/11/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,29,0,11 feet to 14 feet,Male,Black,39,Small,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2018-0183,5/11/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,30,0,11 feet to 14 feet,Male,Black,39,Small,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2018-0187,5/15/2018,FOB - Field Operations Bureau,7th District,Night Watch,Patrol,Off Duty,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Mentally unstable,Yes,Black,Male,35,0,22 feet to 25 feet,Male,Black,38,Large,5'10'' to 6'0'',No,Yes,Yes,,Other,No
FTN2018-0182,5/11/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,41,0,1 feet to 3 feet,Male,Black,44,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2018-0182,5/11/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,26,0,1 feet to 3 feet,Male,Black,44,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2018-0182,5/11/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,26,0,1 feet to 3 feet,Female,Black,22,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2018-0182,5/11/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,41,0,1 feet to 3 feet,Female,Black,22,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2018-0188,5/17/2018,FOB - Field Operations Bureau,1st District,Task Force,Task Force A,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,31,0,4 feet to 6 feet,Male,Black,16,Small,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0189,5/20/2018,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Head Strike (No Wep),L3,Alchohol,Yes,Black,Male,61,0,0 feet to 1 feet,Male,Hispanic,,Small,5'4'' to 5'6'',Yes,No,Yes,,Battery on Police Officer,No
FTN2018-0190,5/20/2018,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,37,0,15 feet to 18 feet,Male,Black,21,Small,> 6'3'',No,No,Yes,,Flight from an Officer,No
